"","repgenome","leng","LTgroup"
"100","N06452_LG_s0001601_u0001601_fna",1,"N06452_LG_s0001601_u0001601_fna"
"101","N06441_LG_s0001601_u0001601_fna",1,"N06441_LG_s0001601_u0001601_fna"
"102","N06670_LG_s0001624_u0001624_fna",1,"N06670_LG_s0001624_u0001624_fna"
"103","N10984_LG_s0001606_u1423821_fna",2,"N06488_LG_s0001606_u0001606_fna,N10984_LG_s0001606_u1423821_fna,N06670_LG_s0001624_u0001624_fna,N06441_LG_s0001601_u0001601_fna,N06452_LG_s0001601_u0001601_fna,N10161_LG_s0001605_u0930942_fna,N10160_LG_s0001605_u0930942_fna,N06692_LG_s0001624_u0001624_fna,N06681_LG_s0001624_u0001624_fna,N06690_LG_s0001624_u0001624_fna,N06737_LG_s0001624_u0001624_fna,N06844_LG_s0001624_u0001624_fna,N06787_LG_s0001624_u0001624_fna,N06806_LG_s0001624_u0001624_fna,N06774_LG_s0001624_u0001624_fna,N06719_LG_s0001624_u0001624_fna,N06846_LG_s0001624_u0001624_fna,N06674_LG_s0001624_u0001624_fna,N06682_LG_s0001624_u0001624_fna,N06830_LG_s0001624_u0001624_fna,N06829_LG_s0001624_u0001624_fna,N10918_LG_s0089059_u1423716_fna,N06448_LG_s0001601_u0001601_fna,N06838_LG_s0001624_u0001624_fna,N06589_LG_s0001622_u0001622_fna,N06729_LG_s0001624_u0001624_fna,N06473_LG_s0001605_u0001605_fna,N06706_LG_s0001624_u0001624_fna,N06665_LG_s0001623_u0001623_fna,N06842_LG_s0001624_u0001624_fna,N06742_LG_s0001624_u0001624_fna,N06679_LG_s0001624_u0001624_fna,N06667_LG_s0001623_u0001623_fna,N06739_LG_s0001624_u0001624_fna,N08381_LG_s0089059_u0089059_fna,N06689_LG_s0001624_u0001624_fna,N06780_LG_s0001624_u0001624_fna,N06451_LG_s0001601_u0001601_fna,N06456_LG_s0001601_u0001601_fna,N06429_LG_s0001601_u0001601_fna,N06790_LG_s0001624_u0001624_fna,N10187_LG_s0001623_u1069534_fna,N06635_LG_s0001623_u0001623_fna,N06735_LG_s0001624_u0001624_fna,N06828_LG_s0001624_u0001624_fna,N10721_LG_s0228229_u1227363_fna,N10171_LG_s0001624_u1029822_fna,N06699_LG_s0001624_u0001624_fna,N06678_LG_s0001624_u0001624_fna,N06673_LG_s0001624_u0001624_fna,N06469_LG_s0001605_u0001605_fna,N06467_LG_s0001605_u0001605_fna,N06849_LG_s0001624_u0001624_fna,N06835_LG_s0001624_u0001624_fna,N10221_LG_s0228229_u1122153_fna,N10220_LG_s0228229_u1122153_fna,N10174_LG_s0001623_u1040964_fna,N06680_LG_s0001624_u0001624_fna,N11324_LG_s2886039_u2886039_fna,N06669_LG_s0001623_u0001623_fna,N09986_LG_s0001623_u0525362_fna,N09985_LG_s0001623_u0525362_fna,N06455_LG_s0001601_u0001601_fna,N06454_LG_s0001601_u0001601_fna,N06702_LG_s0001624_u0001624_fna,N10684_LG_s0001624_u1194971_fna,N06685_LG_s0001624_u0001624_fna,N06851_LG_s0001624_u0001624_fna,N06694_LG_s0001624_u0001624_fna,N06697_LG_s0001624_u0001624_fna,N06701_LG_s0001624_u0001624_fna,N06672_LG_s0001624_u0001624_fna,N06700_LG_s0001624_u0001624_fna,N10129_LG_s0001624_u0768728_fna,N06693_LG_s0001624_u0001624_fna,N06584_LG_s0001622_u0001622_fna,N06583_LG_s0001622_u0001622_fna,N06688_LG_s0001624_u0001624_fna,N06727_LG_s0001624_u0001624_fna,N06471_LG_s0001605_u0001605_fna,N06470_LG_s0001605_u0001605_fna,N06472_LG_s0001605_u0001605_fna,N06468_LG_s0001605_u0001605_fna,N06474_LG_s0001605_u0001605_fna,N06840_LG_s0001624_u0001624_fna,N06717_LG_s0001624_u0001624_fna,N06705_LG_s0001624_u0001624_fna,N06709_LG_s0001624_u0001624_fna,N06817_LG_s0001624_u0001624_fna,N06588_LG_s0001622_u0001622_fna,N09934_LG_s0001624_u0362948_fna,N06676_LG_s0001624_u0001624_fna,N06698_LG_s0001624_u0001624_fna,N10175_LG_s0001624_u1041521_fna,N10956_LG_s0001622_u1423772_fna,N10957_LG_s0001622_u1423772_fna,N10926_LG_s0307126_u1423724_fna,N10925_LG_s0307126_u1423724_fna,N06442_LG_s0001601_u0001601_fna,N10083_LG_s0001624_u0712961_fna,N06823_LG_s0001624_u0001624_fna,N06820_LG_s0001624_u0001624_fna,N06824_LG_s0001624_u0001624_fna,N06821_LG_s0001624_u0001624_fna,N06822_LG_s0001624_u0001624_fna,N08380_LG_s0089059_u0089059_fna,N10176_LG_s0089059_u1046599_fna,N06622_LG_s0001622_u0001622_fna,N06587_LG_s0001622_u0001622_fna,N06621_LG_s0001622_u0001622_fna,N06730_LG_s0001624_u0001624_fna,N06819_LG_s0001624_u0001624_fna,N06712_LG_s0001624_u0001624_fna,N06710_LG_s0001624_u0001624_fna,N06726_LG_s0001624_u0001624_fna,N06711_LG_s0001624_u0001624_fna,N06725_LG_s0001624_u0001624_fna,N10932_LG_s0137357_u1423740_fna,N10933_LG_s0137357_u1423740_fna,N06481_LG_s0001606_u0001606_fna,N06476_LG_s0001606_u0001606_fna,N08772_LG_s0228229_u0228229_fna,N06480_LG_s0001606_u0001606_fna,N06486_LG_s0001606_u0001606_fna,N06479_LG_s0001606_u0001606_fna,N06478_LG_s0001606_u0001606_fna,N06477_LG_s0001606_u0001606_fna,N06484_LG_s0001606_u0001606_fna,N06483_LG_s0001606_u0001606_fna,N06721_LG_s0001624_u0001624_fna,N06722_LG_s0001624_u0001624_fna,N08918_LG_s0449659_u0449659_fna,N10726_LG_s0449659_u1242253_fna,N08917_LG_s0449659_u0449659_fna,N10727_LG_s0449659_u1242253_fna,N06627_LG_s0001622_u0001622_fna,N06630_LG_s0001622_u0001622_fna,N06625_LG_s0001622_u0001622_fna,N06629_LG_s0001622_u0001622_fna,N06628_LG_s0001622_u0001622_fna,N06626_LG_s0001622_u0001622_fna,N06624_LG_s0001622_u0001622_fna,N06582_LG_s0001622_u0001622_fna,N06704_LG_s0001624_u0001624_fna,N06720_LG_s0001624_u0001624_fna,N06718_LG_s0001624_u0001624_fna,N06723_LG_s0001624_u0001624_fna,N06724_LG_s0001624_u0001624_fna,N06443_LG_s0001601_u0001601_fna,N06453_LG_s0001601_u0001601_fna,N06662_LG_s0001623_u0001623_fna,N06660_LG_s0001623_u0001623_fna,N06664_LG_s0001623_u0001623_fna,N06663_LG_s0001623_u0001623_fna,N06661_LG_s0001623_u0001623_fna,N06637_LG_s0001623_u0001623_fna,N06841_LG_s0001624_u0001624_fna,N06449_LG_s0001601_u0001601_fna,N06447_LG_s0001601_u0001601_fna,N06652_LG_s0001623_u0001623_fna,N06651_LG_s0001623_u0001623_fna,N06657_LG_s0001623_u0001623_fna,N06647_LG_s0001623_u0001623_fna,N06659_LG_s0001623_u0001623_fna,N06640_LG_s0001623_u0001623_fna,N06654_LG_s0001623_u0001623_fna,N06649_LG_s0001623_u0001623_fna,N06655_LG_s0001623_u0001623_fna,N06641_LG_s0001623_u0001623_fna,N06648_LG_s0001623_u0001623_fna,N06658_LG_s0001623_u0001623_fna,N06642_LG_s0001623_u0001623_fna,N06643_LG_s0001623_u0001623_fna,N06653_LG_s0001623_u0001623_fna,N06650_LG_s0001623_u0001623_fna,N06656_LG_s0001623_u0001623_fna,N06644_LG_s0001623_u0001623_fna,N06646_LG_s0001623_u0001623_fna,N06645_LG_s0001623_u0001623_fna,N06638_LG_s0001623_u0001623_fna,N06639_LG_s0001623_u0001623_fna,N06489_LG_s0001606_u0001606_fna,N06432_LG_s0001601_u0001601_fna,N06431_LG_s0001601_u0001601_fna,N06430_LG_s0001601_u0001601_fna,N06434_LG_s0001601_u0001601_fna,N06433_LG_s0001601_u0001601_fna,N06436_LG_s0001601_u0001601_fna,N06435_LG_s0001601_u0001601_fna,N06437_LG_s0001601_u0001601_fna,N06703_LG_s0001624_u0001624_fna,N06438_LG_s0001601_u0001601_fna,N06765_LG_s0001624_u0001624_fna,N10943_LG_s0396716_u1423755_fna,N10944_LG_s0396716_u1423755_fna,N06482_LG_s0001606_u0001606_fna,N06475_LG_s0001606_u0001606_fna,N06485_LG_s0001606_u0001606_fna,N06487_LG_s0001606_u0001606_fna,N10895_LG_s0001623_u1402207_fna,N06804_LG_s0001624_u0001624_fna,N06771_LG_s0001624_u0001624_fna,N06789_LG_s0001624_u0001624_fna,N06794_LG_s0001624_u0001624_fna,N06807_LG_s0001624_u0001624_fna,N06684_LG_s0001624_u0001624_fna,N06791_LG_s0001624_u0001624_fna,N06803_LG_s0001624_u0001624_fna,N06751_LG_s0001624_u0001624_fna,N06696_LG_s0001624_u0001624_fna,N06763_LG_s0001624_u0001624_fna,N06775_LG_s0001624_u0001624_fna,N06770_LG_s0001624_u0001624_fna,N06683_LG_s0001624_u0001624_fna,N06833_LG_s0001624_u0001624_fna,N06677_LG_s0001624_u0001624_fna,N06759_LG_s0001624_u0001624_fna,N06736_LG_s0001624_u0001624_fna,N10973_LG_s0001623_u1423798_fna,N10971_LG_s0001623_u1423798_fna,N06631_LG_s0001623_u0001623_fna,N06633_LG_s0001623_u0001623_fna,N10972_LG_s0001623_u1423798_fna,N06845_LG_s0001624_u0001624_fna,N06813_LG_s0001624_u0001624_fna,N06738_LG_s0001624_u0001624_fna,N06767_LG_s0001624_u0001624_fna,N06744_LG_s0001624_u0001624_fna,N06805_LG_s0001624_u0001624_fna,N06762_LG_s0001624_u0001624_fna,N06812_LG_s0001624_u0001624_fna,N06814_LG_s0001624_u0001624_fna,N06745_LG_s0001624_u0001624_fna,N06848_LG_s0001624_u0001624_fna,N06788_LG_s0001624_u0001624_fna,N06772_LG_s0001624_u0001624_fna,N06766_LG_s0001624_u0001624_fna,N06750_LG_s0001624_u0001624_fna,N06801_LG_s0001624_u0001624_fna,N06797_LG_s0001624_u0001624_fna,N06795_LG_s0001624_u0001624_fna,N06799_LG_s0001624_u0001624_fna,N06758_LG_s0001624_u0001624_fna,N06781_LG_s0001624_u0001624_fna,N06753_LG_s0001624_u0001624_fna,N06793_LG_s0001624_u0001624_fna,N06785_LG_s0001624_u0001624_fna,N06796_LG_s0001624_u0001624_fna,N06834_LG_s0001624_u0001624_fna,N06743_LG_s0001624_u0001624_fna,N06839_LG_s0001624_u0001624_fna,N06768_LG_s0001624_u0001624_fna,N06769_LG_s0001624_u0001624_fna,N06800_LG_s0001624_u0001624_fna,N06815_LG_s0001624_u0001624_fna,N06808_LG_s0001624_u0001624_fna,N06809_LG_s0001624_u0001624_fna,N06782_LG_s0001624_u0001624_fna,N06754_LG_s0001624_u0001624_fna,N06695_LG_s0001624_u0001624_fna,N06786_LG_s0001624_u0001624_fna,N06773_LG_s0001624_u0001624_fna,N06777_LG_s0001624_u0001624_fna,N06757_LG_s0001624_u0001624_fna,N06761_LG_s0001624_u0001624_fna,N06798_LG_s0001624_u0001624_fna,N06792_LG_s0001624_u0001624_fna,N06756_LG_s0001624_u0001624_fna,N06784_LG_s0001624_u0001624_fna,N06592_LG_s0001622_u0001622_fna,N06585_LG_s0001622_u0001622_fna,N06620_LG_s0001622_u0001622_fna,N06591_LG_s0001622_u0001622_fna,N06586_LG_s0001622_u0001622_fna,N06619_LG_s0001622_u0001622_fna,N10725_LG_s0001622_u1235801_fna,N10974_LG_s0001624_u1423799_fna,N06687_LG_s0001624_u0001624_fna,N06836_LG_s0001624_u0001624_fna,N06818_LG_s0001624_u0001624_fna,N06831_LG_s0001624_u0001624_fna,N06732_LG_s0001624_u0001624_fna,N06728_LG_s0001624_u0001624_fna,N06731_LG_s0001624_u0001624_fna,N06734_LG_s0001624_u0001624_fna,N06733_LG_s0001624_u0001624_fna,N06686_LG_s0001624_u0001624_fna,N10975_LG_s0001624_u1423799_fna,N06603_LG_s0001622_u0001622_fna,N06593_LG_s0001622_u0001622_fna,N06610_LG_s0001622_u0001622_fna,N06609_LG_s0001622_u0001622_fna,N06599_LG_s0001622_u0001622_fna,N06594_LG_s0001622_u0001622_fna,N06613_LG_s0001622_u0001622_fna,N06605_LG_s0001622_u0001622_fna,N06596_LG_s0001622_u0001622_fna,N06616_LG_s0001622_u0001622_fna,N06607_LG_s0001622_u0001622_fna,N06604_LG_s0001622_u0001622_fna,N06612_LG_s0001622_u0001622_fna,N06615_LG_s0001622_u0001622_fna,N06595_LG_s0001622_u0001622_fna,N06618_LG_s0001622_u0001622_fna,N06597_LG_s0001622_u0001622_fna,N06608_LG_s0001622_u0001622_fna,N06602_LG_s0001622_u0001622_fna,N06611_LG_s0001622_u0001622_fna,N06600_LG_s0001622_u0001622_fna,N06598_LG_s0001622_u0001622_fna,N06614_LG_s0001622_u0001622_fna,N06617_LG_s0001622_u0001622_fna,N06606_LG_s0001622_u0001622_fna,N06601_LG_s0001622_u0001622_fna,N06749_LG_s0001624_u0001624_fna,N06811_LG_s0001624_u0001624_fna,N06802_LG_s0001624_u0001624_fna,N06755_LG_s0001624_u0001624_fna,N06779_LG_s0001624_u0001624_fna,N06778_LG_s0001624_u0001624_fna,N06747_LG_s0001624_u0001624_fna,N06748_LG_s0001624_u0001624_fna,N06746_LG_s0001624_u0001624_fna,N06760_LG_s0001624_u0001624_fna,N06752_LG_s0001624_u0001624_fna,N06783_LG_s0001624_u0001624_fna,N06810_LG_s0001624_u0001624_fna,N06776_LG_s0001624_u0001624_fna,"
"104","N09063_LG_s1808352_u1808352_fna",1,"N09063_LG_s1808352_u1808352_fna"
"105","N10194_LG_s0001624_u1108963_fna",1,"N10194_LG_s0001624_u1108963_fna"
"106","N06671_LG_s0001624_u0001624_fna",1,"N06671_LG_s0001624_u0001624_fna"
"107","N10983_LG_s0147809_u1423820_fna",1,"N10983_LG_s0147809_u1423820_fna"
"108","N06675_LG_s0001624_u0001624_fna",1,"N06675_LG_s0001624_u0001624_fna"
"109","N06450_LG_s0001601_u0001601_fna",1,"N06450_LG_s0001601_u0001601_fna"
"110","N06837_LG_s0001624_u0001624_fna",1,"N06837_LG_s0001624_u0001624_fna"
"111","N06439_LG_s0001601_u0001601_fna",2,"N06440_LG_s0001601_u0001601_fna,N06439_LG_s0001601_u0001601_fna,N06837_LG_s0001624_u0001624_fna,N06450_LG_s0001601_u0001601_fna,N06675_LG_s0001624_u0001624_fna,N10983_LG_s0147809_u1423820_fna,N06671_LG_s0001624_u0001624_fna,N10194_LG_s0001624_u1108963_fna,N09063_LG_s1808352_u1808352_fna,N06488_LG_s0001606_u0001606_fna,N10984_LG_s0001606_u1423821_fna,N06670_LG_s0001624_u0001624_fna,N06441_LG_s0001601_u0001601_fna,N06452_LG_s0001601_u0001601_fna,N10161_LG_s0001605_u0930942_fna,N10160_LG_s0001605_u0930942_fna,N06692_LG_s0001624_u0001624_fna,N06681_LG_s0001624_u0001624_fna,N06690_LG_s0001624_u0001624_fna,N06737_LG_s0001624_u0001624_fna,N06844_LG_s0001624_u0001624_fna,N06787_LG_s0001624_u0001624_fna,N06806_LG_s0001624_u0001624_fna,N06774_LG_s0001624_u0001624_fna,N06719_LG_s0001624_u0001624_fna,N06846_LG_s0001624_u0001624_fna,N06674_LG_s0001624_u0001624_fna,N06682_LG_s0001624_u0001624_fna,N06830_LG_s0001624_u0001624_fna,N06829_LG_s0001624_u0001624_fna,N10918_LG_s0089059_u1423716_fna,N06448_LG_s0001601_u0001601_fna,N06838_LG_s0001624_u0001624_fna,N06589_LG_s0001622_u0001622_fna,N06729_LG_s0001624_u0001624_fna,N06473_LG_s0001605_u0001605_fna,N06706_LG_s0001624_u0001624_fna,N06665_LG_s0001623_u0001623_fna,N06842_LG_s0001624_u0001624_fna,N06742_LG_s0001624_u0001624_fna,N06679_LG_s0001624_u0001624_fna,N06667_LG_s0001623_u0001623_fna,N06739_LG_s0001624_u0001624_fna,N08381_LG_s0089059_u0089059_fna,N06689_LG_s0001624_u0001624_fna,N06780_LG_s0001624_u0001624_fna,N06451_LG_s0001601_u0001601_fna,N06456_LG_s0001601_u0001601_fna,N06429_LG_s0001601_u0001601_fna,N06790_LG_s0001624_u0001624_fna,N10187_LG_s0001623_u1069534_fna,N06635_LG_s0001623_u0001623_fna,N06735_LG_s0001624_u0001624_fna,N06828_LG_s0001624_u0001624_fna,N10721_LG_s0228229_u1227363_fna,N10171_LG_s0001624_u1029822_fna,N06699_LG_s0001624_u0001624_fna,N06678_LG_s0001624_u0001624_fna,N06673_LG_s0001624_u0001624_fna,N06469_LG_s0001605_u0001605_fna,N06467_LG_s0001605_u0001605_fna,N06849_LG_s0001624_u0001624_fna,N06835_LG_s0001624_u0001624_fna,N10221_LG_s0228229_u1122153_fna,N10220_LG_s0228229_u1122153_fna,N10174_LG_s0001623_u1040964_fna,N06680_LG_s0001624_u0001624_fna,N11324_LG_s2886039_u2886039_fna,N06669_LG_s0001623_u0001623_fna,N09986_LG_s0001623_u0525362_fna,N09985_LG_s0001623_u0525362_fna,N06455_LG_s0001601_u0001601_fna,N06454_LG_s0001601_u0001601_fna,N06702_LG_s0001624_u0001624_fna,N10684_LG_s0001624_u1194971_fna,N06685_LG_s0001624_u0001624_fna,N06851_LG_s0001624_u0001624_fna,N06694_LG_s0001624_u0001624_fna,N06697_LG_s0001624_u0001624_fna,N06701_LG_s0001624_u0001624_fna,N06672_LG_s0001624_u0001624_fna,N06700_LG_s0001624_u0001624_fna,N10129_LG_s0001624_u0768728_fna,N06693_LG_s0001624_u0001624_fna,N06584_LG_s0001622_u0001622_fna,N06583_LG_s0001622_u0001622_fna,N06688_LG_s0001624_u0001624_fna,N06727_LG_s0001624_u0001624_fna,N06471_LG_s0001605_u0001605_fna,N06470_LG_s0001605_u0001605_fna,N06472_LG_s0001605_u0001605_fna,N06468_LG_s0001605_u0001605_fna,N06474_LG_s0001605_u0001605_fna,N06840_LG_s0001624_u0001624_fna,N06717_LG_s0001624_u0001624_fna,N06705_LG_s0001624_u0001624_fna,N06709_LG_s0001624_u0001624_fna,N06817_LG_s0001624_u0001624_fna,N06588_LG_s0001622_u0001622_fna,N09934_LG_s0001624_u0362948_fna,N06676_LG_s0001624_u0001624_fna,N06698_LG_s0001624_u0001624_fna,N10175_LG_s0001624_u1041521_fna,N10956_LG_s0001622_u1423772_fna,N10957_LG_s0001622_u1423772_fna,N10926_LG_s0307126_u1423724_fna,N10925_LG_s0307126_u1423724_fna,N06442_LG_s0001601_u0001601_fna,N10083_LG_s0001624_u0712961_fna,N06823_LG_s0001624_u0001624_fna,N06820_LG_s0001624_u0001624_fna,N06824_LG_s0001624_u0001624_fna,N06821_LG_s0001624_u0001624_fna,N06822_LG_s0001624_u0001624_fna,N08380_LG_s0089059_u0089059_fna,N10176_LG_s0089059_u1046599_fna,N06622_LG_s0001622_u0001622_fna,N06587_LG_s0001622_u0001622_fna,N06621_LG_s0001622_u0001622_fna,N06730_LG_s0001624_u0001624_fna,N06819_LG_s0001624_u0001624_fna,N06712_LG_s0001624_u0001624_fna,N06710_LG_s0001624_u0001624_fna,N06726_LG_s0001624_u0001624_fna,N06711_LG_s0001624_u0001624_fna,N06725_LG_s0001624_u0001624_fna,N10932_LG_s0137357_u1423740_fna,N10933_LG_s0137357_u1423740_fna,N06481_LG_s0001606_u0001606_fna,N06476_LG_s0001606_u0001606_fna,N08772_LG_s0228229_u0228229_fna,N06480_LG_s0001606_u0001606_fna,N06486_LG_s0001606_u0001606_fna,N06479_LG_s0001606_u0001606_fna,N06478_LG_s0001606_u0001606_fna,N06477_LG_s0001606_u0001606_fna,N06484_LG_s0001606_u0001606_fna,N06483_LG_s0001606_u0001606_fna,N06721_LG_s0001624_u0001624_fna,N06722_LG_s0001624_u0001624_fna,N08918_LG_s0449659_u0449659_fna,N10726_LG_s0449659_u1242253_fna,N08917_LG_s0449659_u0449659_fna,N10727_LG_s0449659_u1242253_fna,N06627_LG_s0001622_u0001622_fna,N06630_LG_s0001622_u0001622_fna,N06625_LG_s0001622_u0001622_fna,N06629_LG_s0001622_u0001622_fna,N06628_LG_s0001622_u0001622_fna,N06626_LG_s0001622_u0001622_fna,N06624_LG_s0001622_u0001622_fna,N06582_LG_s0001622_u0001622_fna,N06704_LG_s0001624_u0001624_fna,N06720_LG_s0001624_u0001624_fna,N06718_LG_s0001624_u0001624_fna,N06723_LG_s0001624_u0001624_fna,N06724_LG_s0001624_u0001624_fna,N06443_LG_s0001601_u0001601_fna,N06453_LG_s0001601_u0001601_fna,N06662_LG_s0001623_u0001623_fna,N06660_LG_s0001623_u0001623_fna,N06664_LG_s0001623_u0001623_fna,N06663_LG_s0001623_u0001623_fna,N06661_LG_s0001623_u0001623_fna,N06637_LG_s0001623_u0001623_fna,N06841_LG_s0001624_u0001624_fna,N06449_LG_s0001601_u0001601_fna,N06447_LG_s0001601_u0001601_fna,N06652_LG_s0001623_u0001623_fna,N06651_LG_s0001623_u0001623_fna,N06657_LG_s0001623_u0001623_fna,N06647_LG_s0001623_u0001623_fna,N06659_LG_s0001623_u0001623_fna,N06640_LG_s0001623_u0001623_fna,N06654_LG_s0001623_u0001623_fna,N06649_LG_s0001623_u0001623_fna,N06655_LG_s0001623_u0001623_fna,N06641_LG_s0001623_u0001623_fna,N06648_LG_s0001623_u0001623_fna,N06658_LG_s0001623_u0001623_fna,N06642_LG_s0001623_u0001623_fna,N06643_LG_s0001623_u0001623_fna,N06653_LG_s0001623_u0001623_fna,N06650_LG_s0001623_u0001623_fna,N06656_LG_s0001623_u0001623_fna,N06644_LG_s0001623_u0001623_fna,N06646_LG_s0001623_u0001623_fna,N06645_LG_s0001623_u0001623_fna,N06638_LG_s0001623_u0001623_fna,N06639_LG_s0001623_u0001623_fna,N06489_LG_s0001606_u0001606_fna,N06432_LG_s0001601_u0001601_fna,N06431_LG_s0001601_u0001601_fna,N06430_LG_s0001601_u0001601_fna,N06434_LG_s0001601_u0001601_fna,N06433_LG_s0001601_u0001601_fna,N06436_LG_s0001601_u0001601_fna,N06435_LG_s0001601_u0001601_fna,N06437_LG_s0001601_u0001601_fna,N06703_LG_s0001624_u0001624_fna,N06438_LG_s0001601_u0001601_fna,N06765_LG_s0001624_u0001624_fna,N10943_LG_s0396716_u1423755_fna,N10944_LG_s0396716_u1423755_fna,N06482_LG_s0001606_u0001606_fna,N06475_LG_s0001606_u0001606_fna,N06485_LG_s0001606_u0001606_fna,N06487_LG_s0001606_u0001606_fna,N10895_LG_s0001623_u1402207_fna,N06804_LG_s0001624_u0001624_fna,N06771_LG_s0001624_u0001624_fna,N06789_LG_s0001624_u0001624_fna,N06794_LG_s0001624_u0001624_fna,N06807_LG_s0001624_u0001624_fna,N06684_LG_s0001624_u0001624_fna,N06791_LG_s0001624_u0001624_fna,N06803_LG_s0001624_u0001624_fna,N06751_LG_s0001624_u0001624_fna,N06696_LG_s0001624_u0001624_fna,N06763_LG_s0001624_u0001624_fna,N06775_LG_s0001624_u0001624_fna,N06770_LG_s0001624_u0001624_fna,N06683_LG_s0001624_u0001624_fna,N06833_LG_s0001624_u0001624_fna,N06677_LG_s0001624_u0001624_fna,N06759_LG_s0001624_u0001624_fna,N06736_LG_s0001624_u0001624_fna,N10973_LG_s0001623_u1423798_fna,N10971_LG_s0001623_u1423798_fna,N06631_LG_s0001623_u0001623_fna,N06633_LG_s0001623_u0001623_fna,N10972_LG_s0001623_u1423798_fna,N06845_LG_s0001624_u0001624_fna,N06813_LG_s0001624_u0001624_fna,N06738_LG_s0001624_u0001624_fna,N06767_LG_s0001624_u0001624_fna,N06744_LG_s0001624_u0001624_fna,N06805_LG_s0001624_u0001624_fna,N06762_LG_s0001624_u0001624_fna,N06812_LG_s0001624_u0001624_fna,N06814_LG_s0001624_u0001624_fna,N06745_LG_s0001624_u0001624_fna,N06848_LG_s0001624_u0001624_fna,N06788_LG_s0001624_u0001624_fna,N06772_LG_s0001624_u0001624_fna,N06766_LG_s0001624_u0001624_fna,N06750_LG_s0001624_u0001624_fna,N06801_LG_s0001624_u0001624_fna,N06797_LG_s0001624_u0001624_fna,N06795_LG_s0001624_u0001624_fna,N06799_LG_s0001624_u0001624_fna,N06758_LG_s0001624_u0001624_fna,N06781_LG_s0001624_u0001624_fna,N06753_LG_s0001624_u0001624_fna,N06793_LG_s0001624_u0001624_fna,N06785_LG_s0001624_u0001624_fna,N06796_LG_s0001624_u0001624_fna,N06834_LG_s0001624_u0001624_fna,N06743_LG_s0001624_u0001624_fna,N06839_LG_s0001624_u0001624_fna,N06768_LG_s0001624_u0001624_fna,N06769_LG_s0001624_u0001624_fna,N06800_LG_s0001624_u0001624_fna,N06815_LG_s0001624_u0001624_fna,N06808_LG_s0001624_u0001624_fna,N06809_LG_s0001624_u0001624_fna,N06782_LG_s0001624_u0001624_fna,N06754_LG_s0001624_u0001624_fna,N06695_LG_s0001624_u0001624_fna,N06786_LG_s0001624_u0001624_fna,N06773_LG_s0001624_u0001624_fna,N06777_LG_s0001624_u0001624_fna,N06757_LG_s0001624_u0001624_fna,N06761_LG_s0001624_u0001624_fna,N06798_LG_s0001624_u0001624_fna,N06792_LG_s0001624_u0001624_fna,N06756_LG_s0001624_u0001624_fna,N06784_LG_s0001624_u0001624_fna,N06592_LG_s0001622_u0001622_fna,N06585_LG_s0001622_u0001622_fna,N06620_LG_s0001622_u0001622_fna,N06591_LG_s0001622_u0001622_fna,N06586_LG_s0001622_u0001622_fna,N06619_LG_s0001622_u0001622_fna,N10725_LG_s0001622_u1235801_fna,N10974_LG_s0001624_u1423799_fna,N06687_LG_s0001624_u0001624_fna,N06836_LG_s0001624_u0001624_fna,N06818_LG_s0001624_u0001624_fna,N06831_LG_s0001624_u0001624_fna,N06732_LG_s0001624_u0001624_fna,N06728_LG_s0001624_u0001624_fna,N06731_LG_s0001624_u0001624_fna,N06734_LG_s0001624_u0001624_fna,N06733_LG_s0001624_u0001624_fna,N06686_LG_s0001624_u0001624_fna,N10975_LG_s0001624_u1423799_fna,N06603_LG_s0001622_u0001622_fna,N06593_LG_s0001622_u0001622_fna,N06610_LG_s0001622_u0001622_fna,N06609_LG_s0001622_u0001622_fna,N06599_LG_s0001622_u0001622_fna,N06594_LG_s0001622_u0001622_fna,N06613_LG_s0001622_u0001622_fna,N06605_LG_s0001622_u0001622_fna,N06596_LG_s0001622_u0001622_fna,N06616_LG_s0001622_u0001622_fna,N06607_LG_s0001622_u0001622_fna,N06604_LG_s0001622_u0001622_fna,N06612_LG_s0001622_u0001622_fna,N06615_LG_s0001622_u0001622_fna,N06595_LG_s0001622_u0001622_fna,N06618_LG_s0001622_u0001622_fna,N06597_LG_s0001622_u0001622_fna,N06608_LG_s0001622_u0001622_fna,N06602_LG_s0001622_u0001622_fna,N06611_LG_s0001622_u0001622_fna,N06600_LG_s0001622_u0001622_fna,N06598_LG_s0001622_u0001622_fna,N06614_LG_s0001622_u0001622_fna,N06617_LG_s0001622_u0001622_fna,N06606_LG_s0001622_u0001622_fna,N06601_LG_s0001622_u0001622_fna,N06749_LG_s0001624_u0001624_fna,N06811_LG_s0001624_u0001624_fna,N06802_LG_s0001624_u0001624_fna,N06755_LG_s0001624_u0001624_fna,N06779_LG_s0001624_u0001624_fna,N06778_LG_s0001624_u0001624_fna,N06747_LG_s0001624_u0001624_fna,N06748_LG_s0001624_u0001624_fna,N06746_LG_s0001624_u0001624_fna,N06760_LG_s0001624_u0001624_fna,N06752_LG_s0001624_u0001624_fna,N06783_LG_s0001624_u0001624_fna,N06810_LG_s0001624_u0001624_fna,N06776_LG_s0001624_u0001624_fna,"
"112","N08919_LG_s0449659_u0449659_fna",1,"N08919_LG_s0449659_u0449659_fna"
"113","N06741_LG_s0001624_u0001624_fna",1,"N06741_LG_s0001624_u0001624_fna"
