"","repgenome","leng","LTgroup"
"11","N07866_LC_s0047715_u0047715_fna",16,"N11032_LC_s0047715_u1457191_fna,N07743_LC_s0047715_u0047715_fna,N07774_LC_s0047715_u0047715_fna,N07751_LC_s0047715_u0047715_fna,N07866_LC_s0047715_u0047715_fna,N07854_LC_s0047715_u0047715_fna,N10827_LC_s0047715_u1380361_fna,N07708_LC_s0047715_u0047715_fna,N07865_LC_s0047715_u0047715_fna,N09951_LC_s0047715_u0486408_fna,N07839_LC_s0047715_u0047715_fna,N07704_LC_s0047715_u0047715_fna,N07775_LC_s0047715_u0047715_fna,N07773_LC_s0047715_u0047715_fna,N07845_LC_s0047715_u0047715_fna,N07705_LC_s0047715_u0047715_fna,"
"12","N05949_LC_s0001597_u0001597_fna",8,"N06008_LC_s0001597_u0001597_fna,N06059_LC_s0001597_u0001597_fna,N06116_LC_s0001597_u0001597_fna,N11420_LC_s0001597_u1256222_fna,N06101_LC_s0001597_u0001597_fna,N05949_LC_s0001597_u0001597_fna,N05961_LC_s0001597_u0001597_fna,N05985_LC_s0001597_u0001597_fna,"
"13","N05989_LC_s0001597_u0001597_fna",23,"N06096_LC_s0001597_u0001597_fna,N11409_LC_s0001597_u1256199_fna,N06001_LC_s0001597_u0001597_fna,N06054_LC_s0001597_u0001597_fna,N06005_LC_s0001597_u0001597_fna,N06081_LC_s0001597_u0001597_fna,N06007_LC_s0001597_u0001597_fna,N05971_LC_s0001597_u0001597_fna,N09847_LC_s0001597_u0113557_fna,N06027_LC_s0001597_u0001597_fna,N06095_LC_s0001597_u0001597_fna,N05993_LC_s0001597_u0001597_fna,N06011_LC_s0001597_u0001597_fna,N05987_LC_s0001597_u0001597_fna,N05989_LC_s0001597_u0001597_fna,N09845_LC_s0001597_u0113557_fna,N06048_LC_s0001597_u0001597_fna,N05957_LC_s0001597_u0001597_fna,N09846_LC_s0001597_u0113557_fna,N05953_LC_s0001597_u0001597_fna,N06076_LC_s0001597_u0001597_fna,N05954_LC_s0001597_u0001597_fna,N06047_LC_s0001597_u0001597_fna,"
"14","N06117_LC_s0001597_u0001597_fna",1,"N06117_LC_s0001597_u0001597_fna"
"15","N05995_LC_s0001597_u0001597_fna",5,"N05995_LC_s0001597_u0001597_fna,N06091_LC_s0001597_u0001597_fna,N05996_LC_s0001597_u0001597_fna,N06053_LC_s0001597_u0001597_fna,N09839_LC_s0001597_u0113557_fna,"
"16","N06106_LC_s0001597_u0001597_fna",27,"N06025_LC_s0001597_u0001597_fna,N06097_LC_s0001597_u0001597_fna,N10186_LC_s0001582_u1051661_fna,N06106_LC_s0001597_u0001597_fna,N06013_LC_s0001597_u0001597_fna,N06017_LC_s0001597_u0001597_fna,N06090_LC_s0001597_u0001597_fna,N06002_LC_s0001597_u0001597_fna,N06058_LC_s0001597_u0001597_fna,N05972_LC_s0001597_u0001597_fna,N06085_LC_s0001597_u0001597_fna,N11419_LC_s0001597_u1256221_fna,N06033_LC_s0001597_u0001597_fna,N06057_LC_s0001597_u0001597_fna,N05959_LC_s0001597_u0001597_fna,N06036_LC_s0001597_u0001597_fna,N06043_LC_s0001597_u0001597_fna,N06022_LC_s0001597_u0001597_fna,N06056_LC_s0001597_u0001597_fna,N06024_LC_s0001597_u0001597_fna,N06023_LC_s0001597_u0001597_fna,N06019_LC_s0001597_u0001597_fna,N06105_LC_s0001597_u0001597_fna,N06074_LC_s0001597_u0001597_fna,N06035_LC_s0001597_u0001597_fna,N05992_LC_s0001597_u0001597_fna,N05012_LC_s0001582_u0001582_fna,"
"17","N09151_LC_s2486014_u2486014_fna",1,"N09151_LC_s2486014_u2486014_fna"
"18","N06041_LC_s0001597_u0001597_fna",1,"N06041_LC_s0001597_u0001597_fna"
"19","N07846_LC_s0047715_u0047715_fna",19,"N10167_LC_s0047715_u1002365_fna,N07787_LC_s0047715_u0047715_fna,N10143_LC_s0047715_u0880592_fna,N07821_LC_s0047715_u0047715_fna,N07765_LC_s0047715_u0047715_fna,N07856_LC_s0047715_u0047715_fna,N07836_LC_s0047715_u0047715_fna,N07789_LC_s0047715_u0047715_fna,N07781_LC_s0047715_u0047715_fna,N07752_LC_s0047715_u0047715_fna,N07772_LC_s0047715_u0047715_fna,N07758_LC_s0047715_u0047715_fna,N10787_LC_s0047715_u1316933_fna,N07822_LC_s0047715_u0047715_fna,N07770_LC_s0047715_u0047715_fna,N07699_LC_s0047715_u0047715_fna,N07846_LC_s0047715_u0047715_fna,N07794_LC_s0047715_u0047715_fna,N07784_LC_s0047715_u0047715_fna,"
"20","N06112_LC_s0001597_u0001597_fna",2,"N11417_LC_s0001597_u1256219_fna,N06112_LC_s0001597_u0001597_fna,"
"21","N08332_LC_s0057037_u0057037_fna",2,"N05010_LC_s0001582_u0001582_fna,N08332_LC_s0057037_u0057037_fna,"
"22","N10048_LC_s0047715_u0568703_fna",33,"N11033_LC_s0047715_u1457395_fna,N07703_LC_s0047715_u0047715_fna,N07769_LC_s0047715_u0047715_fna,N07763_LC_s0047715_u0047715_fna,N07876_LC_s0047715_u0047715_fna,N07750_LC_s0047715_u0047715_fna,N07747_LC_s0047715_u0047715_fna,N07748_LC_s0047715_u0047715_fna,N07872_LC_s0047715_u0047715_fna,N07783_LC_s0047715_u0047715_fna,N07766_LC_s0047715_u0047715_fna,N10050_LC_s0047715_u0568703_fna,N07760_LC_s0047715_u0047715_fna,N10048_LC_s0047715_u0568703_fna,N07768_LC_s0047715_u0047715_fna,N07755_LC_s0047715_u0047715_fna,N07798_LC_s0047715_u0047715_fna,N10047_LC_s0047715_u0568703_fna,N07725_LC_s0047715_u0047715_fna,N07850_LC_s0047715_u0047715_fna,N07795_LC_s0047715_u0047715_fna,N10049_LC_s0047715_u0568703_fna,N07749_LC_s0047715_u0047715_fna,N07799_LC_s0047715_u0047715_fna,N07813_LC_s0047715_u0047715_fna,N07800_LC_s0047715_u0047715_fna,N07807_LC_s0047715_u0047715_fna,N11034_LC_s0047715_u1457396_fna,N07737_LC_s0047715_u0047715_fna,N07864_LC_s0047715_u0047715_fna,N07724_LC_s0047715_u0047715_fna,N07797_LC_s0047715_u0047715_fna,N07736_LC_s0047715_u0047715_fna,"
"23","N06012_LC_s0001597_u0001597_fna",1,"N06012_LC_s0001597_u0001597_fna"
"24","N09819_LC_s0001597_u0047714_fna",1,"N09819_LC_s0001597_u0047714_fna"
"25","N10183_LC_s0001582_u1051650_fna",5,"N10183_LC_s0001582_u1051650_fna,N05990_LC_s0001597_u0001597_fna,N05962_LC_s0001597_u0001597_fna,N06000_LC_s0001597_u0001597_fna,N11353_LC_s0001597_u0537973_fna,"
"26","N10954_LC_s0088233_u1423769_fna",3,"N08379_LC_s0088233_u0088233_fna,N10953_LC_s0088233_u1423769_fna,N10954_LC_s0088233_u1423769_fna,"
"27","N06014_LC_s0001597_u0001597_fna",1,"N06014_LC_s0001597_u0001597_fna"
"28","N07796_LC_s0047715_u0047715_fna",1,"N07796_LC_s0047715_u0047715_fna"
"29","N09154_LC_s2493111_u2493111_fna",1,"N09154_LC_s2493111_u2493111_fna"
"30","N06004_LC_s0001597_u0001597_fna",2,"N06042_LC_s0001597_u0001597_fna,N06004_LC_s0001597_u0001597_fna,"
"31","N05028_LC_s0001582_u0001582_fna",12,"N05018_LC_s0001582_u0001582_fna,N05027_LC_s0001582_u0001582_fna,N05021_LC_s0001582_u0001582_fna,N05030_LC_s0001582_u0001582_fna,N05020_LC_s0001582_u0001582_fna,N05019_LC_s0001582_u0001582_fna,N05033_LC_s0001582_u0001582_fna,N10930_LC_s0001582_u1423732_fna,N05025_LC_s0001582_u0001582_fna,N05017_LC_s0001582_u0001582_fna,N05028_LC_s0001582_u0001582_fna,N05029_LC_s0001582_u0001582_fna,"
"32","N07702_LC_s0047715_u0047715_fna",5,"N07757_LC_s0047715_u0047715_fna,N07847_LC_s0047715_u0047715_fna,N07702_LC_s0047715_u0047715_fna,N07723_LC_s0047715_u0047715_fna,N07838_LC_s0047715_u0047715_fna,"
"33","N07711_LC_s0047715_u0047715_fna",4,"N07712_LC_s0047715_u0047715_fna,N10695_LC_s0047715_u1203258_fna,N07711_LC_s0047715_u0047715_fna,N10696_LC_s0047715_u1203259_fna,"
"34","N05963_LC_s0001597_u0001597_fna",12,"N06046_LC_s0001597_u0001597_fna,N09814_LC_s0001597_u0047714_fna,N05998_LC_s0001597_u0001597_fna,N09818_LC_s0001597_u0047714_fna,N05970_LC_s0001597_u0001597_fna,N06039_LC_s0001597_u0001597_fna,N05956_LC_s0001597_u0001597_fna,N06010_LC_s0001597_u0001597_fna,N09813_LC_s0001597_u0047714_fna,N06031_LC_s0001597_u0001597_fna,N10998_LC_s0001597_u1435040_fna,N05963_LC_s0001597_u0001597_fna,"
"35","N09820_LC_s0001597_u0047714_fna",1,"N09820_LC_s0001597_u0047714_fna"
"36","N07851_LC_s0047715_u0047715_fna",2,"N07853_LC_s0047715_u0047715_fna,N07851_LC_s0047715_u0047715_fna,"
"37","N09149_LC_s2486012_u2486012_fna",1,"N09149_LC_s2486012_u2486012_fna"
"38","N11411_LC_s0001597_u1256209_fna",1,"N11411_LC_s0001597_u1256209_fna"
"39","N09840_LC_s0001597_u0113557_fna",1,"N09840_LC_s0001597_u0113557_fna"
"40","N08973_LC_s1123687_u1123687_fna",1,"N08973_LC_s1123687_u1123687_fna"
"41","N10929_LC_s0381742_u1423730_fna",2,"N10928_LC_s0381742_u1423730_fna,N10929_LC_s0381742_u1423730_fna,"
"42","N05981_LC_s0001597_u0001597_fna",2,"N05980_LC_s0001597_u0001597_fna,N05981_LC_s0001597_u0001597_fna,"
"43","N05031_LC_s0001582_u0001582_fna",3,"N05031_LC_s0001582_u0001582_fna,N05032_LC_s0001582_u0001582_fna,N05011_LC_s0001582_u0001582_fna,"
"44","N05966_LC_s0001597_u0001597_fna",2,"N09821_LC_s0001597_u0047714_fna,N05966_LC_s0001597_u0001597_fna,"
"45","N07738_LC_s0047715_u0047715_fna",3,"N07742_LC_s0047715_u0047715_fna,N07738_LC_s0047715_u0047715_fna,N07740_LC_s0047715_u0047715_fna,"
"46","N07848_LC_s0047715_u0047715_fna",1,"N07848_LC_s0047715_u0047715_fna"
"47","N07777_LC_s0047715_u0047715_fna",16,"N07855_LC_s0047715_u0047715_fna,N07707_LC_s0047715_u0047715_fna,N07805_LC_s0047715_u0047715_fna,N07777_LC_s0047715_u0047715_fna,N07734_LC_s0047715_u0047715_fna,N07771_LC_s0047715_u0047715_fna,N07842_LC_s0047715_u0047715_fna,N07732_LC_s0047715_u0047715_fna,N07804_LC_s0047715_u0047715_fna,N07697_LC_s0047715_u0047715_fna,N07715_LC_s0047715_u0047715_fna,N07863_LC_s0047715_u0047715_fna,N07735_LC_s0047715_u0047715_fna,N07714_LC_s0047715_u0047715_fna,N07753_LC_s0047715_u0047715_fna,N07780_LC_s0047715_u0047715_fna,"
"48","N08331_LC_s0057037_u0057037_fna",1,"N08331_LC_s0057037_u0057037_fna"
"49","N08330_LC_s0057037_u0057037_fna",5,"N05013_LC_s0001582_u0001582_fna,N10981_LC_s0057037_u1423816_fna,N08328_LC_s0057037_u0057037_fna,N10982_LC_s0057037_u1423816_fna,N08330_LC_s0057037_u0057037_fna,"
"50","N10842_LC_s0047715_u1390386_fna",1,"N10842_LC_s0047715_u1390386_fna"
"51","N07696_LC_s0047715_u0047715_fna",1,"N07696_LC_s0047715_u0047715_fna"
"52","N10927_LC_s0943673_u1423727_fna",1,"N10927_LC_s0943673_u1423727_fna"
"53","N08329_LC_s0057037_u0057037_fna",1,"N08329_LC_s0057037_u0057037_fna"
"54","N07803_LC_s0047715_u0047715_fna",3,"N07744_LC_s0047715_u0047715_fna,N07803_LC_s0047715_u0047715_fna,N07727_LC_s0047715_u0047715_fna,"
"55","N06044_LC_s0001597_u0001597_fna",3,"N06109_LC_s0001597_u0001597_fna,N06029_LC_s0001597_u0001597_fna,N06044_LC_s0001597_u0001597_fna,"
"56","N10963_LC_s0171523_u1423783_fna",3,"N10962_LC_s0171523_u1423783_fna,N10963_LC_s0171523_u1423783_fna,N10961_LC_s0171523_u1423783_fna,"
"57","N09110_LC_s2100821_u2100821_fna",1,"N09110_LC_s2100821_u2100821_fna"
"58","N07730_LC_s0047715_u0047715_fna",2,"N07844_LC_s0047715_u0047715_fna,N07730_LC_s0047715_u0047715_fna,"
"59","N05022_LC_s0001582_u0001582_fna",1,"N05022_LC_s0001582_u0001582_fna"
"60","N05983_LC_s0001597_u0001597_fna",1,"N05983_LC_s0001597_u0001597_fna"
"61","N11426_LC_s0001597_u1256230_fna",2,"N11425_LC_s0001597_u1256229_fna,N11426_LC_s0001597_u1256230_fna,"
"62","N09906_LC_s0001597_u0321967_fna",2,"N05986_LC_s0001597_u0001597_fna,N09906_LC_s0001597_u0321967_fna,"
"63","N06087_LC_s0001597_u0001597_fna",1,"N06087_LC_s0001597_u0001597_fna"
"64","N06052_LC_s0001597_u0001597_fna",1,"N06052_LC_s0001597_u0001597_fna"
"65","N09265_LC_s2799574_u2799574_fna",3,"N09263_LC_s2799574_u2799574_fna,N09264_LC_s2799574_u2799574_fna,N09265_LC_s2799574_u2799574_fna,"
"66","N11271_LC_s2799576_u2799576_fna",1,"N11271_LC_s2799576_u2799576_fna"
"67","N09196_LC_s2729623_u2729623_fna",1,"N09196_LC_s2729623_u2729623_fna"
"68","N06003_LC_s0001597_u0001597_fna",4,"N11421_LC_s0001597_u1256223_fna,N06028_LC_s0001597_u0001597_fna,N05999_LC_s0001597_u0001597_fna,N06003_LC_s0001597_u0001597_fna,"
"69","N05024_LC_s0001582_u0001582_fna",2,"N05016_LC_s0001582_u0001582_fna,N05024_LC_s0001582_u0001582_fna,"
"70","N09815_LC_s0001597_u0047714_fna",2,"N06104_LC_s0001597_u0001597_fna,N09815_LC_s0001597_u0047714_fna,"
"71","N07701_LC_s0047715_u0047715_fna",2,"N07739_LC_s0047715_u0047715_fna,N07701_LC_s0047715_u0047715_fna,"
"72","N05955_LC_s0001597_u0001597_fna",1,"N05955_LC_s0001597_u0001597_fna"
"73","N09112_LC_s2100821_u2100821_fna",1,"N09112_LC_s2100821_u2100821_fna"
"74","N08964_LC_s0931533_u0931533_fna",4,"N10772_LC_s0931533_u1293598_fna,N10773_LC_s0931533_u1293598_fna,N08964_LC_s0931533_u0931533_fna,N08963_LC_s0931533_u0931533_fna,"
"75","N09111_LC_s2100821_u2100821_fna",1,"N09111_LC_s2100821_u2100821_fna"
"76","N06018_LC_s0001597_u0001597_fna",1,"N06018_LC_s0001597_u0001597_fna"
"77","N07867_LC_s0047715_u0047715_fna",3,"N07721_LC_s0047715_u0047715_fna,N07867_LC_s0047715_u0047715_fna,N07726_LC_s0047715_u0047715_fna,"
"78","N06026_LC_s0001597_u0001597_fna",2,"N05982_LC_s0001597_u0001597_fna,N06026_LC_s0001597_u0001597_fna,"
"79","N05976_LC_s0001597_u0001597_fna",1,"N05976_LC_s0001597_u0001597_fna"
"80","N05969_LC_s0001597_u0001597_fna",5,"N05969_LC_s0001597_u0001597_fna,N06094_LC_s0001597_u0001597_fna,N06077_LC_s0001597_u0001597_fna,N05967_LC_s0001597_u0001597_fna,N05968_LC_s0001597_u0001597_fna,"
"81","N09822_LC_s0001597_u0047714_fna",1,"N09822_LC_s0001597_u0047714_fna"
"82","N06034_LC_s0001597_u0001597_fna",1,"N06034_LC_s0001597_u0001597_fna"
"83","N10767_LC_s0944671_u1291734_fna",2,"N10768_LC_s0944671_u1291734_fna,N10767_LC_s0944671_u1291734_fna,"
"84","N07849_LC_s0047715_u0047715_fna",1,"N07849_LC_s0047715_u0047715_fna"
"85","N07698_LC_s0047715_u0047715_fna",1,"N07698_LC_s0047715_u0047715_fna"
"86","N09193_LC_s2668065_u2668065_fna",1,"N09193_LC_s2668065_u2668065_fna"
"87","N07806_LC_s0047715_u0047715_fna",1,"N07806_LC_s0047715_u0047715_fna"
"88","N06086_LC_s0001597_u0001597_fna",1,"N06086_LC_s0001597_u0001597_fna"
"89","N10997_LC_s0001597_u1435039_fna",1,"N10997_LC_s0001597_u1435039_fna"
"90","N10765_LC_s0001626_u1291052_fna",2,"N10766_LC_s0001626_u1291052_fna,N10765_LC_s0001626_u1291052_fna,"
"91","N06119_LC_s0001597_u0001597_fna",2,"N05964_LC_s0001597_u0001597_fna,N06119_LC_s0001597_u0001597_fna,"
"92","N07843_LC_s0047715_u0047715_fna",1,"N07843_LC_s0047715_u0047715_fna"
"93","N06088_LC_s0001597_u0001597_fna",1,"N06088_LC_s0001597_u0001597_fna"
"94","N11326_LC_s2926292_u2926292_fna",1,"N11326_LC_s2926292_u2926292_fna"
"95","N05977_LC_s0001597_u0001597_fna",1,"N05977_LC_s0001597_u0001597_fna"
"96","N09150_LC_s2486013_u2486013_fna",1,"N09150_LC_s2486013_u2486013_fna"
"97","N07720_LC_s0047715_u0047715_fna",2,"N10777_LC_s0047715_u1300223_fna,N07720_LC_s0047715_u0047715_fna,"
"98","N06067_LC_s0001597_u0001597_fna",1,"N06067_LC_s0001597_u0001597_fna"
"99","N07835_LC_s0047715_u0047715_fna",1,"N07835_LC_s0047715_u0047715_fna"
"100","N09148_LC_s2486011_u2486011_fna",1,"N09148_LC_s2486011_u2486011_fna"
"101","N06113_LC_s0001597_u0001597_fna",1,"N06113_LC_s0001597_u0001597_fna"
"102","N07700_LC_s0047715_u0047715_fna",1,"N07700_LC_s0047715_u0047715_fna"
"103","N09266_LC_s2799577_u2799577_fna",1,"N09266_LC_s2799577_u2799577_fna"
"104","N11418_LC_s0001597_u1256220_fna",1,"N11418_LC_s0001597_u1256220_fna"
"105","N07761_LC_s0047715_u0047715_fna",1,"N07761_LC_s0047715_u0047715_fna"
"106","N06006_LC_s0001597_u0001597_fna",1,"N06006_LC_s0001597_u0001597_fna"
"107","N09147_LC_s2486011_u2486011_fna",1,"N09147_LC_s2486011_u2486011_fna"
"108","N06110_LC_s0001597_u0001597_fna",1,"N06110_LC_s0001597_u0001597_fna"
"109","N09841_LC_s0001597_u0113557_fna",1,"N09841_LC_s0001597_u0113557_fna"
"110","N07861_LC_s0047715_u0047715_fna",1,"N07861_LC_s0047715_u0047715_fna"
"111","N09007_LC_s1296539_u1296539_fna",1,"N09007_LC_s1296539_u1296539_fna"
"112","N06015_LC_s0001597_u0001597_fna",1,"N06015_LC_s0001597_u0001597_fna"
"113","N10184_LC_s0001582_u1051653_fna",2,"N10185_LC_s0001582_u1051653_fna,N10184_LC_s0001582_u1051653_fna,"
"114","N10901_LC_s0047715_u1408205_fna",1,"N10901_LC_s0047715_u1408205_fna"
"115","N09146_LC_s2486010_u2486010_fna",1,"N09146_LC_s2486010_u2486010_fna"
"116","N05988_LC_s0001597_u0001597_fna",1,"N05988_LC_s0001597_u0001597_fna"
"117","N07823_LC_s0047715_u0047715_fna",1,"N07823_LC_s0047715_u0047715_fna"
"118","N06073_LC_s0001597_u0001597_fna",1,"N06073_LC_s0001597_u0001597_fna"
"119","N05991_LC_s0001597_u0001597_fna",2,"N06068_LC_s0001597_u0001597_fna,N05991_LC_s0001597_u0001597_fna,"
"120","N09152_LC_s2486015_u2486015_fna",1,"N09152_LC_s2486015_u2486015_fna"
"121","N05975_LC_s0001597_u0001597_fna",1,"N05975_LC_s0001597_u0001597_fna"
"122","N07808_LC_s0047715_u0047715_fna",1,"N07808_LC_s0047715_u0047715_fna"
"123","N06098_LC_s0001597_u0001597_fna",1,"N06098_LC_s0001597_u0001597_fna"
"124","N11270_LC_s2799575_u2799575_fna",1,"N11270_LC_s2799575_u2799575_fna"
"125","N06016_LC_s0001597_u0001597_fna",1,"N06016_LC_s0001597_u0001597_fna"
"126","N07717_LC_s0047715_u0047715_fna",1,"N07717_LC_s0047715_u0047715_fna"
"127","N06079_LC_s0001597_u0001597_fna",1,"N06079_LC_s0001597_u0001597_fna"
"128","N09848_LC_s0001597_u0113557_fna",1,"N09848_LC_s0001597_u0113557_fna"
"129","N07762_LC_s0047715_u0047715_fna",1,"N07762_LC_s0047715_u0047715_fna"
