"","repgenome","leng","LTgroup"
"16","N09710_LB_s0001584_u0029397_fna",57,"N09758_LB_s0001584_u0029397_fna,N09795_LB_s0001584_u0029397_fna,N09768_LB_s0001584_u0029397_fna,N09720_LB_s0001584_u0029397_fna,N09797_LB_s0001584_u0029397_fna,N09708_LB_s0001584_u0029397_fna,N09713_LB_s0001584_u0029397_fna,N09792_LB_s0001584_u0029397_fna,N09716_LB_s0001584_u0029397_fna,N09773_LB_s0001584_u0029397_fna,N09796_LB_s0001584_u0029397_fna,N09721_LB_s0001584_u0029397_fna,N09722_LB_s0001584_u0029397_fna,N09766_LB_s0001584_u0029397_fna,N09707_LB_s0001584_u0029397_fna,N09756_LB_s0001584_u0029397_fna,N09765_LB_s0001584_u0029397_fna,N09787_LB_s0001584_u0029397_fna,N09718_LB_s0001584_u0029397_fna,N09790_LB_s0001584_u0029397_fna,N09719_LB_s0001584_u0029397_fna,N09798_LB_s0001584_u0029397_fna,N09710_LB_s0001584_u0029397_fna,N09712_LB_s0001584_u0029397_fna,N09786_LB_s0001584_u0029397_fna,N09771_LB_s0001584_u0029397_fna,N09789_LB_s0001584_u0029397_fna,N09793_LB_s0001584_u0029397_fna,N09723_LB_s0001584_u0029397_fna,N09783_LB_s0001584_u0029397_fna,N09782_LB_s0001584_u0029397_fna,N09725_LB_s0001584_u0029397_fna,N09781_LB_s0001584_u0029397_fna,N09759_LB_s0001584_u0029397_fna,N09753_LB_s0001584_u0029397_fna,N09791_LB_s0001584_u0029397_fna,N09770_LB_s0001584_u0029397_fna,N09717_LB_s0001584_u0029397_fna,N09778_LB_s0001584_u0029397_fna,N09772_LB_s0001584_u0029397_fna,N09779_LB_s0001584_u0029397_fna,N09780_LB_s0001584_u0029397_fna,N09800_LB_s0001584_u0029397_fna,N09785_LB_s0001584_u0029397_fna,N09767_LB_s0001584_u0029397_fna,N09715_LB_s0001584_u0029397_fna,N09799_LB_s0001584_u0029397_fna,N09755_LB_s0001584_u0029397_fna,N09776_LB_s0001584_u0029397_fna,N09711_LB_s0001584_u0029397_fna,N05069_LB_s0001584_u0001584_fna,N09709_LB_s0001584_u0029397_fna,N09363_LB_s0001584_u0001585_fna,N09788_LB_s0001584_u0029397_fna,N09764_LB_s0001584_u0029397_fna,N09794_LB_s0001584_u0029397_fna,N09714_LB_s0001584_u0029397_fna,"
"17","N11244_LB_s2751031_u2751031_fna",1,"N11244_LB_s2751031_u2751031_fna"
"18","N08127_LB_s0047770_u0047770_fna",33,"N08135_LB_s0047770_u0047770_fna,N08127_LB_s0047770_u0047770_fna,N08128_LB_s0047770_u0047770_fna,N08140_LB_s0047770_u0047770_fna,N08107_LB_s0047770_u0047770_fna,N08122_LB_s0047770_u0047770_fna,N08131_LB_s0047770_u0047770_fna,N08138_LB_s0047770_u0047770_fna,N08114_LB_s0047770_u0047770_fna,N08137_LB_s0047770_u0047770_fna,N07920_LB_s0047770_u0047770_fna,N08104_LB_s0047770_u0047770_fna,N08124_LB_s0047770_u0047770_fna,N08139_LB_s0047770_u0047770_fna,N08105_LB_s0047770_u0047770_fna,N08108_LB_s0047770_u0047770_fna,N08106_LB_s0047770_u0047770_fna,N08130_LB_s0047770_u0047770_fna,N08112_LB_s0047770_u0047770_fna,N10074_LB_s0047770_u0679188_fna,N08007_LB_s0047770_u0047770_fna,N08109_LB_s0047770_u0047770_fna,N08125_LB_s0047770_u0047770_fna,N08113_LB_s0047770_u0047770_fna,N08126_LB_s0047770_u0047770_fna,N08103_LB_s0047770_u0047770_fna,N08129_LB_s0047770_u0047770_fna,N08120_LB_s0047770_u0047770_fna,N08110_LB_s0047770_u0047770_fna,N08070_LB_s0047770_u0047770_fna,N08136_LB_s0047770_u0047770_fna,N08123_LB_s0047770_u0047770_fna,N08111_LB_s0047770_u0047770_fna,"
"19","N08151_LB_s0052242_u0052242_fna",2,"N08152_LB_s0052242_u0052242_fna,N08151_LB_s0052242_u0052242_fna,"
"20","N10060_LB_s0109790_u0575605_fna",23,"N10995_LB_s0109790_u1434657_fna,N11184_LB_s2508709_u2508709_fna,N10061_LB_s0109790_u0575606_fna,N09159_LB_s2508708_u2508708_fna,N10994_LB_s0109790_u1434656_fna,N08415_LB_s0109790_u0109790_fna,N08410_LB_s0109790_u0109790_fna,N09167_LB_s2508708_u2508708_fna,N08417_LB_s0109790_u0109790_fna,N09162_LB_s2508708_u2508708_fna,N09164_LB_s2508708_u2508708_fna,N08396_LB_s0109790_u0109790_fna,N09166_LB_s2508708_u2508708_fna,N09169_LB_s2508708_u2508708_fna,N09165_LB_s2508708_u2508708_fna,N08416_LB_s0109790_u0109790_fna,N09161_LB_s2508708_u2508708_fna,N10060_LB_s0109790_u0575605_fna,N08405_LB_s0109790_u0109790_fna,N10990_LB_s0109790_u1434652_fna,N09168_LB_s2508708_u2508708_fna,N09980_LB_s0109790_u0525329_fna,N10993_LB_s0109790_u1434655_fna,"
"21","N08513_LB_s0151781_u0151781_fna",7,"N09837_LB_s0097137_u0097137_fna,N08510_LB_s0151781_u0151781_fna,N08512_LB_s0151781_u0151781_fna,N08511_LB_s0151781_u0151781_fna,N08509_LB_s0151781_u0151781_fna,N08513_LB_s0151781_u0151781_fna,N08514_LB_s0151781_u0151781_fna,"
"22","N05092_LB_s0001587_u0001587_fna",18,"N05122_LB_s0001587_u0001587_fna,N05092_LB_s0001587_u0001587_fna,N05090_LB_s0001587_u0001587_fna,N05114_LB_s0001587_u0001587_fna,N05115_LB_s0001587_u0001587_fna,N05089_LB_s0001587_u0001587_fna,N10144_LB_s0001587_u0880633_fna,N05109_LB_s0001587_u0001587_fna,N05111_LB_s0001587_u0001587_fna,N05132_LB_s0001587_u0001587_fna,N05192_LB_s0001587_u0001587_fna,N05096_LB_s0001587_u0001587_fna,N05212_LB_s0001587_u0001587_fna,N05147_LB_s0001587_u0001587_fna,N05211_LB_s0001587_u0001587_fna,N05091_LB_s0001587_u0001587_fna,N05110_LB_s0001587_u0001587_fna,N05158_LB_s0001587_u0001587_fna,"
"23","N08499_LB_s0147802_u0147802_fna",3,"N08498_LB_s0147802_u0147802_fna,N08500_LB_s0147802_u0147802_fna,N08499_LB_s0147802_u0147802_fna,"
"24","N11142_LB_s2042035_u2042035_fna",2,"N11143_LB_s2042036_u2042036_fna,N11142_LB_s2042035_u2042035_fna,"
"25","N10948_LB_s0151781_u1423761_fna",1,"N10948_LB_s0151781_u1423761_fna"
"26","N07485_LB_s0033959_u0033959_fna",1,"N07485_LB_s0033959_u0033959_fna"
"27","N07996_LB_s0047770_u0047770_fna",1,"N07996_LB_s0047770_u0047770_fna"
"28","N08916_LB_s0420645_u0420645_fna",1,"N08916_LB_s0420645_u0420645_fna"
"29","N08936_LB_s0508451_u0508451_fna",10,"N08935_LB_s0508451_u0508451_fna,N08930_LB_s0508451_u0508451_fna,N08933_LB_s0508451_u0508451_fna,N08941_LB_s0508451_u0508451_fna,N08934_LB_s0508451_u0508451_fna,N08936_LB_s0508451_u0508451_fna,N08932_LB_s0508451_u0508451_fna,N08943_LB_s0508451_u0508451_fna,N08944_LB_s0508451_u0508451_fna,N08942_LB_s0508451_u0508451_fna,"
"30","N08922_LB_s0508451_u0508451_fna",4,"N08920_LB_s0508451_u0508451_fna,N08921_LB_s0508451_u0508451_fna,N08922_LB_s0508451_u0508451_fna,N08923_LB_s0508451_u0508451_fna,"
"31","N10682_LB_s0001596_u1185324_fna",2,"N10683_LB_s0001596_u1185324_fna,N10682_LB_s0001596_u1185324_fna,"
"32","N08938_LB_s0508451_u0508451_fna",7,"N08937_LB_s0508451_u0508451_fna,N08940_LB_s0508451_u0508451_fna,N08938_LB_s0508451_u0508451_fna,N08928_LB_s0508451_u0508451_fna,N08939_LB_s0508451_u0508451_fna,N08924_LB_s0508451_u0508451_fna,N08926_LB_s0508451_u0508451_fna,"
"33","N07509_LB_s0033959_u0033959_fna",1,"N07509_LB_s0033959_u0033959_fna"
"34","N10064_LB_s0001587_u0585520_fna",31,"N05189_LB_s0001587_u0001587_fna,N05084_LB_s0001587_u0001587_fna,N05117_LB_s0001587_u0001587_fna,N09909_LB_s0001587_u0326425_fna,N05073_LB_s0001587_u0001587_fna,N05087_LB_s0001587_u0001587_fna,N05204_LB_s0001587_u0001587_fna,N10064_LB_s0001587_u0585520_fna,N05118_LB_s0001587_u0001587_fna,N05186_LB_s0001587_u0001587_fna,N05083_LB_s0001587_u0001587_fna,N05119_LB_s0001587_u0001587_fna,N10713_LB_s0001587_u1226333_fna,N05120_LB_s0001587_u0001587_fna,N05190_LB_s0001587_u0001587_fna,N05093_LB_s0001587_u0001587_fna,N05188_LB_s0001587_u0001587_fna,N05202_LB_s0001587_u0001587_fna,N05078_LB_s0001587_u0001587_fna,N05121_LB_s0001587_u0001587_fna,N05102_LB_s0001587_u0001587_fna,N10712_LB_s0001587_u1226332_fna,N05074_LB_s0001587_u0001587_fna,N05075_LB_s0001587_u0001587_fna,N05079_LB_s0001587_u0001587_fna,N05097_LB_s0001587_u0001587_fna,N10065_LB_s0001587_u0585520_fna,N05116_LB_s0001587_u0001587_fna,N05214_LB_s0001587_u0001587_fna,N10716_LB_s0001587_u1226336_fna,N05203_LB_s0001587_u0001587_fna,"
"35","N09741_LB_s0001584_u0029397_fna",7,"N09741_LB_s0001584_u0029397_fna,N09749_LB_s0001584_u0029397_fna,N09750_LB_s0001584_u0029397_fna,N09702_LB_s0001584_u0029397_fna,N09745_LB_s0001584_u0029397_fna,N09752_LB_s0001584_u0029397_fna,N09705_LB_s0001584_u0029397_fna,"
"36","N08461_LB_s0147802_u0147802_fna",1,"N08461_LB_s0147802_u0147802_fna"
"37","N09030_LB_s1505723_u1505723_fna",2,"N09034_LB_s1505723_u1505723_fna,N09030_LB_s1505723_u1505723_fna,"
"38","N11144_LB_s2042039_u2042039_fna",4,"N11139_LB_s2042031_u2042031_fna,N07907_LB_s0047770_u0047770_fna,N11144_LB_s2042039_u2042039_fna,N07906_LB_s0047770_u0047770_fna,"
"39","N05936_LB_s0001596_u0001596_fna",30,"N10070_LB_s0001596_u0630527_fna,N05924_LB_s0001596_u0001596_fna,N10059_LB_s0001596_u0575604_fna,N05948_LB_s0001596_u0001596_fna,N05930_LB_s0001596_u0001596_fna,N05903_LB_s0001596_u0001596_fna,N10809_LB_s0001596_u1346615_fna,N05919_LB_s0001596_u0001596_fna,N05897_LB_s0001596_u0001596_fna,N05921_LB_s0001596_u0001596_fna,N05935_LB_s0001596_u0001596_fna,N05916_LB_s0001596_u0001596_fna,N10058_LB_s0001596_u0575603_fna,N05898_LB_s0001596_u0001596_fna,N05917_LB_s0001596_u0001596_fna,N05936_LB_s0001596_u0001596_fna,N05937_LB_s0001596_u0001596_fna,N05945_LB_s0001596_u0001596_fna,N05931_LB_s0001596_u0001596_fna,N05939_LB_s0001596_u0001596_fna,N09908_LB_s0001596_u0324831_fna,N05940_LB_s0001596_u0001596_fna,N05912_LB_s0001596_u0001596_fna,N09907_LB_s0001596_u0324831_fna,N05915_LB_s0001596_u0001596_fna,N05901_LB_s0001596_u0001596_fna,N05909_LB_s0001596_u0001596_fna,N05938_LB_s0001596_u0001596_fna,N05928_LB_s0001596_u0001596_fna,N05908_LB_s0001596_u0001596_fna,"
"40","N09730_LB_s0001584_u0029397_fna",8,"N09361_LB_s0001584_u0001585_fna,N09724_LB_s0001584_u0029397_fna,N09730_LB_s0001584_u0029397_fna,N05034_LB_s0001584_u0001584_fna,N09728_LB_s0001584_u0029397_fna,N11368_LB_s0001584_u0767455_fna,N09366_LB_s0001584_u0001585_fna,N05050_LB_s0001584_u0001584_fna,"
"41","N10139_LB_s0147802_u0879301_fna",1,"N10139_LB_s0147802_u0879301_fna"
"42","N07973_LB_s0047770_u0047770_fna",1,"N07973_LB_s0047770_u0047770_fna"
"43","N07510_LB_s0033959_u0033959_fna",1,"N07510_LB_s0033959_u0033959_fna"
"44","N10771_LB_s0420645_u1293597_fna",2,"N10770_LB_s0420645_u1293597_fna,N10771_LB_s0420645_u1293597_fna,"
